stationNumber,slope,lowBound,hightBound,slopeInt,meanWind,pw1990,pw2017,pwDiff,mw1990,mw1991,mw1992,mw1993,mw1994,mw1995,mw1996,mw1997,mw1998,mw1999,mw2000,mw2001,mw2002,mw2003,mw2004,mw2005,mw2006,mw2007,mw2008,mw2009,mw2010,mw2011,mw2012,mw2013,mw2014,mw2015,mw2016,mw2017
471700-99999,-0.3828680897646495,-0.5717629320393777,-0.19397324748992129,-1,36.035714285714285,349,315,34.00000000000002,38,38,36,37,37,37,37,36,40,40,44,38,40,40,40,42,40,42,34,36,35,29,33,31,31,28,26,24
383960-99999,-0.23809523809524305,-0.31521073473134237,-0.16097974145914373,-1,35.357142857142854,23,28,5.000000000000001,37,38,40,40,39,36,36,36,39,38,34,36,35,36,36,33,35,35,32,34,33,31,33,35,35,31,32,35
718410-99999,0.14778325123152775,-0.01221779097675435,0.30778429343980984,0,21.714285714285715,269,283,13.999999999999995,18,17,15,15,15,18,24,25,23,26,24,25,25,25,26,23,23,25,24,22,22,21,20,20,21,20,20,26
124240-99999,-0.028461959496440398,-0.1171239910186246,0.0602000720257438,0,31.928571428571427,255,259,4.000000000000005,35,32,34,34,33,32,29,29,34,31,30,31,30,30,34,32,29,34,33,33,33,34,31,31,30,33,30,33
703160-25624,-0.3423645320197081,-0.4831442949603858,-0.20158476907903045,-1,71.46428571428571,216,251,35.000000000000014,77,77,75,74,75,68,82,75,77,71,74,70,70,68,71,70,69,69,68,71,68,72,72,72,64,69,65,68
577660-99999,0.12506841817186853,0.011071394621003303,0.23906544172273375,1,16.107142857142858,69,54,14.999999999999996,15,15,15,16,14,18,19,18,17,14,14,13,12,14,15,15,16,16,15,15,14,15,14,21,21,20,21,19
949560-99999,0.17816091954022806,0.03697091391283425,0.31935092516762187,1,47.67857142857143,292,311,18.99999999999999,40,39,40,47,50,46,48,50,50,48,50,45,51,49,51,51,49,48,49,49,47,48,48,50,46,49,50,47
236780-99999,-0.10919540229884708,-0.2041961427220519,-0.014194661875642292,-1,23.75,189,130,58.99999999999999,31,27,26,26,23,25,23,24,23,20,22,23,24,24,22,22,21,25,25,23,24,24,21,23,22,24,24,24
627710-99999,0.3316912972085505,0.06263663081966664,0.6007459635974344,1,34.42857142857143,9,346,23.00000000000001,38,31,33,36,31,31,38,24,29,27,32,32,36,39,39,34,31,28,28,30,28,36,40,39,33,45,50,46
408580-99999,-0.3018609742747802,-0.7448473957531916,0.14112544720363113,0,36.892857142857146,292,311,18.99999999999999,31,33,35,41,47,45,74,47,42,30,33,31,32,44,30,31,33,33,32,32,30,30,28,32,33,45,41,38
411960-99999,0.07717569786535375,0.019056614356399507,0.135294781374308,1,31.571428571428573,248,277,29.00000000000003,30,30,31,31,32,31,32,32,33,32,31,30,31,32,30,30,31,31,31,30,30,33,33,34,33,35,33,32
171900-99999,0.05172413793103914,-0.2515560615908032,0.35500433745288146,0,23.964285714285715,342,335,6.999999999999972,28,22,21,20,33,28,21,16,16,16,25,23,21,22,26,26,25,23,30,34,34,29,32,33,14,14,16,23
070370-99999,-0.2807881773399072,-0.3536408674684137,-0.20793548721140065,-1,42.285714285714285,255,242,13.000000000000005,44,42,44,45,46,46,45,45,46,45,44,44,45,42,42,40,43,43,41,40,39,40,40,39,39,41,37,37
478550-99999,-0.026546250684183315,-0.10702700645031328,0.05393450508194665,0,46.82142857142857,317,321,3.9999999999999547,46,47,45,45,44,46,49,50,46,49,47,47,49,49,48,49,49,47,45,47,47,46,47,46,46,44,45,46
478700-99999,0.10071154898741236,-0.0015069566952155,0.20293005467004022,0,51.0,27,304,82.99999999999999,50,54,53,52,49,49,49,50,46,49,50,50,51,50,49,49,51,54,50,49,53,53,55,55,53,50,51,54
128390-99999,0.06157635467982028,-0.27030638262321494,0.39345909198285556,0,36.75,319,288,31.000000000000007,56,53,42,29,31,31,29,33,31,30,32,34,32,30,31,33,32,42,39,39,41,39,42,41,39,39,38,41
388060-99999,0.12917350848385883,0.0011625501833895102,0.25718446678432816,1,23.214285714285715,360,349,10.999999999999977,26,24,26,25,23,21,21,20,22,19,20,19,19,21,22,22,24,23,25,26,25,21,21,25,27,28,28,27
724345-03966,-0.4280240831965023,-0.5535993049218713,-0.30244886147113337,-1,30.0,227,263,36.00000000000003,37,33,42,36,35,34,37,28,27,30,30,34,29,29,29,28,30,27,29,27,25,27,25,26,27,25,26,28
476810-99999,0.19239189928845007,0.0985274421231837,0.28625635645371644,1,37.892857142857146,274,282,8.00000000000001,31,35,36,36,36,39,37,36,36,36,36,37,37,40,42,42,40,39,37,37,39,41,41,41,39,38,37,40
942920-99999,0.7723043240284723,0.5239018911531681,1.0207067569037764,1,30.142857142857142,121,111,10.000000000000002,19,15,16,17,22,18,24,31,26,32,33,31,33,30,27,31,38,39,35,36,35,39,38,41,43,40,28,27
474020-99999,0.48467432950192674,0.33468297434382877,0.6346656846600247,1,32.67857142857143,238,252,13.999999999999995,31,31,30,30,28,27,26,27,28,27,25,28,27,27,35,38,37,37,35,37,38,38,36,38,38,40,37,39
804130-99999,0.03667214012041363,-0.08540401821876155,0.15874829845958882,0,20.0,199,216,16.999999999999986,16,16,15,20,20,19,19,21,20,23,23,23,24,23,22,21,20,22,21,22,17,19,17,18,20,22,21,16
716200-99999,0.0960591133005016,-0.045037760091544976,0.23715598669254817,0,42.607142857142854,243,235,8.00000000000001,50,47,40,39,37,39,39,43,42,43,43,45,44,39,40,40,41,41,42,41,43,43,45,45,46,45,46,45
239660-99999,0.10262725779967476,-0.029412273869022662,0.23466678946837216,0,11.75,199,203,3.99999999999998,12,11,12,10,9,12,10,12,12,12,12,13,15,12,11,11,11,8,8,8,11,9,7,13,18,17,16,17
833490-99999,-0.17898193760262823,-0.26396091762220925,-0.09400295758304722,-1,34.714285714285715,140,129,11.000000000000004,39,40,37,39,33,32,35,36,37,37,34,36,33,36,33,35,34,34,33,31,34,33,34,34,35,34,32,32
375750-99999,-0.2643678160919607,-0.3497839468947344,-0.17895168528918698,-1,23.714285714285715,79,67,11.999999999999991,24,24,26,26,25,26,27,28,28,29,27,27,25,24,23,23,22,21,21,21,21,21,20,22,21,21,21,20
760610-99999,0.1020799124247484,-0.10149600675396622,0.305655831603463,0,37.535714285714285,64,165,100.99999999999999,44,35,35,32,30,36,39,38,36,36,42,43,43,39,42,35,33,34,30,33,33,37,41,43,38,43,42,39
442980-99999,0.29036672140120623,0.0662608684287134,0.5144725743736991,1,34.392857142857146,351,338,13.000000000000005,28,26,23,32,27,28,35,36,32,36,38,41,46,38,37,37,40,34,34,37,34,29,31,33,35,36,40,40
786660-99999,-0.30295566502462823,-0.5660885189033547,-0.039822811145901804,-1,27.321428571428573,9,17,8.000000000000002,39,35,37,34,38,30,29,24,25,26,26,28,23,26,24,19,20,18,19,19,20,28,29,29,30,30,30,30
104160-99999,-0.26847290640393917,-0.39374176415806217,-0.14320404864981615,-1,45.82142857142857,224,227,2.9999999999999916,56,48,50,51,49,47,44,44,50,48,48,44,45,41,45,42,45,45,47,44,41,46,44,43,43,47,42,44
433690-99999,0.010946907498635805,-0.13290256451002952,0.15479637950730113,0,19.428571428571427,304,307,2.999999999999966,24,20,24,20,17,19,19,14,21,17,16,20,17,17,19,18,22,16,22,25,20,19,19,16,17,23,25,18
710900-99999,0.29255610290093564,0.15148580071016163,0.4336264050917097,1,44.67857142857143,302,312,9.999999999999988,42,40,36,40,45,45,46,46,48,40,44,39,44,46,40,47,43,47,44,46,43,46,46,50,53,48,48,49
606805-99999,0.05418719211824252,-0.23482446378890837,0.3431988480253934,0,39.357142857142854,343,90,107.00000000000003,56,23,41,49,41,35,39,37,37,36,35,45,35,31,31,38,41,42,41,40,39,42,42,41,43,41,41,40
766320-99999,-0.03940886699507162,-0.6140184832815945,0.5352007492914512,0,30.428571428571427,21,36,14.999999999999998,35,31,30,29,27,33,30,28,23,24,22,19,16,13,48,49,43,42,49,52,43,41,36,19,18,17,18,17
080010-99999,-0.009578544061300709,-0.17789630099077422,0.1587392128681728,0,34.892857142857146,323,285,38.00000000000003,38,40,37,38,34,34,34,30,30,31,29,33,31,32,40,39,34,35,39,40,41,35,34,36,35,33,33,32
800010-99999,-0.3524904214559279,-0.6281008932024463,-0.07687994970940953,-1,40.5,68,59,9.0,63,49,43,40,50,39,35,41,36,38,41,45,44,39,43,34,37,33,36,44,35,36,37,35,35,38,42,46
970140-99999,0.32868089764642083,0.19029382921766794,0.46706796607517376,1,15.107142857142858,167,351,176.00000000000003,12,13,10,14,16,11,9,14,10,10,9,12,19,16,18,16,17,16,17,19,14,18,17,15,20,26,18,17
717090-99999,0.2134646962233236,0.11421316718119717,0.31271622526545,1,65.0,263,265,1.9999999999999774,66,62,63,60,63,59,63,63,62,62,63,65,69,66,70,66,64,68,66,66,67,67,65,68,67,67,66,67
035290-99999,-0.15517241379310168,-0.26298867482885047,-0.04735615275735289,-1,35.892857142857146,233,220,13.000000000000005,43,37,37,37,41,37,36,34,38,36,36,33,37,33,34,35,36,33,37,37,32,38,34,35,36,38,32,33
101260-99999,0.13793103448276794,-0.16708620873851449,0.4429482777040504,0,42.214285714285715,241,237,4.000000000000005,49,42,45,45,46,45,39,40,41,23,24,40,45,44,43,42,41,44,42,41,41,44,43,45,41,57,43,47
341860-99999,-0.2854406130268218,-0.4503713549117826,-0.12050987114186099,-1,41.892857142857146,249,218,30.99999999999998,48,44,44,47,48,47,40,45,48,42,42,44,44,40,43,41,35,36,35,36,40,38,38,37,41,47,43,40
478810-99999,-0.20498084291187751,-0.38247799701437335,-0.02748368880938165,-1,44.964285714285715,310,332,22.000000000000007,51,50,53,56,52,43,43,43,40,44,43,41,42,42,45,44,42,42,41,41,44,46,47,45,46,45,44,44
853150-99999,-0.2884510125889486,-0.4666095438434279,-0.11029248133446937,-1,15.571428571428571,63,14,49.00000000000001,18,19,15,14,13,17,16,20,16,16,18,26,22,22,19,22,16,14,12,13,14,12,11,9,11,9,10,12
718450-99999,0.1538040503557744,0.017064527346505348,0.29054357336504344,1,34.857142857142854,267,255,11.999999999999966,30,30,31,36,34,35,33,35,39,36,37,37,35,35,35,31,35,37,35,31,31,30,34,37,40,39,38,40
040050-99999,-0.9948002189381778,-1.2794918839223546,-0.7101085539540011,-1,50.25,59,48,11.000000000000004,48,71,74,65,57,58,52,55,59,57,53,55,48,50,48,48,50,45,41,52,45,51,34,32,36,40,41,42
913390-99999,0.8201970443349921,0.600650334012783,1.039743754657201,1,30.535714285714285,345,75,90.00000000000001,25,21,23,21,23,20,20,29,26,24,25,27,35,31,31,31,36,34,21,30,36,38,38,45,35,44,50,36
345600-99999,0.09332238642583768,-0.03839523173635048,0.22504000458802584,0,48.464285714285715,249,178,70.99999999999999,49,46,48,49,50,50,48,48,51,50,46,48,46,43,46,46,45,48,44,46,53,49,51,51,53,53,47,53
012230-99999,-0.07799671592774621,-0.20387272146385313,0.047879289608360714,0,41.25,249,251,2.0000000000000284,48,42,44,41,40,42,36,44,41,40,41,41,37,43,43,43,43,44,40,38,36,43,42,40,39,43,39,42
298640-99999,-0.03092501368363315,-0.224880769028633,0.1630307416613667,0,26.892857142857142,295,290,4.999999999999995,29,30,30,32,26,27,25,27,25,23,27,32,29,27,24,25,28,24,18,22,19,20,31,31,30,30,31,31
166270-99999,0.35084838533114854,0.19592920120551433,0.5057675694567827,1,33.214285714285715,39,31,7.999999999999998,28,33,33,30,28,30,27,31,29,27,33,40,29,32,35,33,29,33,37,35,36,39,39,35,30,39,41,39
787030-99999,-0.07991242474000587,-0.2767881227433908,0.11696327326337905,0,49.857142857142854,69,76,7.00000000000001,58,58,47,49,54,55,54,49,44,46,42,46,51,49,51,43,49,46,49,52,46,52,49,52,52,54,50,49
725340-14819,-0.14477285166940096,-0.2558339422580576,-0.03371176108074429,-1,45.035714285714285,242,263,21.000000000000018,52,49,45,43,48,42,50,45,43,45,46,47,46,45,46,45,44,45,44,41,41,42,43,43,46,45,44,46
719000-99999,nan,nan,nan,0,52.51851851851852,287.0,279.0,8.00000000000001,52.0,nan,60.0,53.0,56.0,53.0,55.0,65.0,54.0,60.0,59.0,52.0,52.0,54.0,61.0,56.0,54.0,53.0,52.0,55.0,50.0,53.0,50.0,56.0,54.0,52.0,0.0,47.0
111120-99999,0.02271483305966132,-0.26214967084712254,0.3075793369664452,0,16.75,4,176,172.0,17,17,16,17,43,13,13,11,13,9,9,16,17,16,17,16,16,17,16,15,16,18,18,18,18,19,19,19
334290-99999,-0.6622879036672153,-0.8280897260042958,-0.49648608133013494,-1,43.357142857142854,266,264,1.9999999999999774,62,56,54,55,49,45,42,43,44,43,43,43,44,45,43,41,40,40,41,38,37,38,36,40,39,38,37,38
603180-99999,0.10043787629994733,-0.01182007482723843,0.21269582742713308,0,44.82142857142857,234,107,126.99999999999999,44,44,41,41,43,47,42,45,49,44,41,47,44,46,47,46,41,44,47,50,46,42,45,47,46,44,47,45
876400-99999,0.007662835249042876,-0.17319778389145313,0.18852345438953888,0,35.07142857142857,21,12,9.0,36,36,35,33,33,31,34,40,33,32,33,34,34,30,41,36,37,40,40,41,42,37,34,30,37,34,30,29
077540-99999,-0.36070060207991544,-0.4413667066031099,-0.280034497556721,-1,37.57142857142857,245,210,35.000000000000014,45,42,44,41,38,43,38,39,41,39,38,41,35,37,37,37,35,36,37,36,36,33,34,34,32,34,35,35
946100-99999,0.481116584564863,0.33454469692352584,0.6276884722062002,1,44.357142857142854,157,170,13.000000000000005,33,33,36,35,37,45,46,47,41,45,44,42,44,48,47,46,47,48,48,48,47,49,48,46,48,48,48,48
021540-99999,0.1029009304871438,-0.12639273656759317,0.33219459754188074,0,20.642857142857142,263,319,55.99999999999997,25,23,27,22,22,24,19,21,19,16,10,18,16,18,17,18,17,16,17,17,18,21,19,24,28,30,27,29
839280-99999,0.18691844553913944,-0.027966752718150467,0.40180364379642936,0,38.035714285714285,106,97,9.0,37,41,39,39,37,32,32,34,39,39,36,35,38,39,42,40,26,25,41,42,41,42,42,40,41,41,41,44
725460-14933,-0.02079912424739766,-0.12221791397427909,0.08061966547948377,0,43.642857142857146,216,268,52.00000000000002,47,46,42,40,39,45,46,45,42,45,45,44,46,44,45,43,45,43,42,41,40,42,42,45,46,44,44,44
895640-99999,0.20224411603722392,-0.20343365308606715,0.607921885160515,0,119.96428571428571,137,133,4.000000000000005,119,123,106,89,119,122,130,121,117,121,126,119,120,129,130,121,123,135,111,117,123,118,124,122,117,113,122,122
013890-99999,0.533388067870839,0.3287302387883991,0.738045896953279,1,13.607142857142858,264,341,77.0,12,11,12,13,11,10,9,9,9,6,5,9,10,12,12,12,12,13,12,11,10,15,23,24,25,25,25,24
128050-99999,-0.4083196496989647,-0.5407772895515195,-0.27586200984640996,-1,35.07142857142857,310,292,18.0,42,40,36,38,35,39,41,39,39,40,39,41,39,38,33,31,29,31,31,30,31,29,30,33,33,32,31,32
838990-99999,0.31308155446086994,0.24867826023260223,0.3774848486891377,1,31.285714285714285,354,3,9.000000000000012,28,29,27,26,29,30,28,29,28,28,30,31,31,28,33,32,33,34,35,33,33,34,35,35,35,34,33,35
635000-99999,-0.09441707717569375,-0.30326938370686046,0.11443522935547296,0,18.392857142857142,153,150,2.9999999999999916,26,18,18,18,15,20,20,25,25,22,24,17,16,15,10,16,16,15,16,17,16,14,10,17,21,19,24,25
110120-99999,0.0905856595511767,-0.13372799765567728,0.3148993167580307,0,32.892857142857146,239,251,12.000000000000018,30,34,34,35,35,36,35,33,32,18,17,32,35,34,36,35,35,38,33,33,35,33,33,35,32,33,34,36
125750-99999,-0.15654077723043688,-0.25368070456608494,-0.05940084989478886,-1,19.428571428571427,220,268,48.000000000000014,19,18,20,20,24,24,23,23,23,21,19,19,20,18,17,18,17,21,21,18,18,16,15,19,19,19,17,18
419070-99999,-0.25478927203065654,-0.3217176184013279,-0.1878609256599852,-1,10.464285714285714,141,145,4.000000000000005,12,11,13,16,14,15,12,10,12,11,10,11,11,11,13,12,11,9,9,9,10,8,8,8,7,6,7,7
225500-99999,0.07963875205254686,-0.027517116196682775,0.18679462030177651,0,30.892857142857142,235,234,0.9999999999999887,30,28,30,28,30,28,27,33,36,35,34,30,30,31,29,32,28,32,33,30,29,31,31,30,31,34,32,33
915920-99999,-0.1316365626710499,-0.36487409646704505,0.10160097112494526,0,52.25,112,143,31.000000000000007,51,51,54,57,56,53,52,56,52,53,54,47,52,52,55,53,57,55,49,52,53,48,50,49,52,52,34,64
075020-99999,-0.1256157635467989,-0.18094830841048448,-0.07028321868311331,-1,31.25,308,303,5.000000000000045,34,34,32,32,32,33,31,29,31,32,33,33,34,31,31,30,32,31,30,30,31,29,30,31,31,29,30,29
684420-99999,0.15134099616858937,0.02511814804234902,0.2775638442948297,1,27.464285714285715,331,325,6.000000000000034,31,27,30,28,26,26,26,25,25,25,23,27,26,24,25,26,25,27,24,25,29,31,31,31,30,33,32,31
361520-99999,-0.029282977558834078,-0.2929184245466965,0.23435246942902832,0,37.964285714285715,217,245,28.000000000000014,45,37,36,38,36,37,38,39,38,38,41,42,43,47,44,31,32,31,30,33,27,30,35,42,46,43,41,43
316550-99999,0.024356869184453706,-0.08383308508806335,0.13254682345697077,0,27.607142857142858,195,198,2.9999999999999916,25,28,34,27,31,28,26,29,26,26,25,28,24,25,28,25,28,27,26,27,29,28,26,29,31,29,30,28
011830-99999,0.08784893267652275,-0.02237081889991402,0.1980686842529595,0,33.892857142857146,167,164,2.9999999999999916,36,32,33,34,33,34,31,34,35,33,33,34,31,32,26,33,37,36,36,37,35,35,33,33,36,38,34,35
408830-99999,0.24740010946908472,-0.11724659235634269,0.6120468112945121,0,35.214285714285715,177,172,4.999999999999995,40,38,41,29,36,36,36,32,22,27,24,20,25,32,29,27,47,48,46,44,45,42,39,38,37,37,36,33
443470-99999,0.388067870826497,0.12931592635841394,0.6468198152945801,1,41.92857142857143,313,316,2.999999999999966,36,33,39,41,42,42,47,40,41,43,41,41,42,38,40,38,39,35,36,40,42,34,38,52,51,51,56,56
945200-99999,0.26108374384236066,0.021713327507331737,0.5004541601773895,1,25.214285714285715,50,49,1.0000000000000013,13,17,16,14,19,30,31,26,31,25,33,31,26,21,25,24,31,30,27,29,27,29,26,27,25,24,24,25
427540-99999,-0.25862068965517104,-0.4164094562887233,-0.10083192302161884,-1,37.82142857142857,276,282,6.000000000000034,47,43,45,37,33,38,34,43,35,40,38,35,42,41,38,38,38,37,41,40,36,32,37,36,34,35,33,33
725266-04751,-0.460043787629998,-0.609167936834768,-0.31091963842522796,-1,32.892857142857146,253,254,1.0000000000000395,43,41,41,39,40,40,41,34,29,33,31,31,32,31,31,29,29,29,28,28,29,28,29,31,32,30,31,31
874970-99999,0.2750410509031228,0.14371358792406524,0.40636851388218037,1,27.678571428571427,78,89,11.000000000000004,23,21,25,28,29,27,27,27,24,31,27,23,25,23,25,28,28,26,27,26,32,33,32,35,33,30,29,31
161250-99999,-0.11384783798576684,-0.27074322411225027,0.04304754814071657,0,23.357142857142858,223,229,6.000000000000009,29,25,22,19,21,25,22,26,27,28,23,32,27,26,21,23,17,19,20,21,20,22,24,22,23,24,23,23
948270-99999,0.6354679802955854,0.30863364246594643,0.9623023181252244,1,38.785714285714285,255,245,9.999999999999988,42,40,37,35,37,33,28,24,29,22,25,26,28,41,45,43,45,47,46,47,44,45,47,47,45,48,46,44
132420-99999,0.05883962780514257,-0.32868510037436466,0.4463643559846498,0,18.607142857142858,323,293,30.000000000000018,14,15,16,18,15,15,16,55,9,20,23,18,21,19,13,11,13,17,17,17,16,18,20,20,19,21,22,23
653350-99999,nan,nan,nan,0,11.481481481481481,138.0,186.0,48.000000000000014,13.0,13.0,13.0,16.0,12.0,12.0,8.0,9.0,10.0,9.0,9.0,8.0,10.0,11.0,nan,0.0,14.0,9.0,9.0,10.0,11.0,15.0,16.0,11.0,12.0,14.0,18.0,18.0
476480-99999,0.02490421455938885,-0.05629021858055637,0.10609864769933407,0,56.75,32,351,41.00000000000001,58,56,58,56,54,53,54,56,57,59,57,58,59,59,57,55,56,56,57,58,60,58,58,57,56,56,55,56
369820-99999,0.46223316912973544,0.226149551906736,0.6983167863527349,1,20.464285714285715,293,286,6.999999999999972,23,15,18,11,13,9,11,13,12,25,26,25,25,25,24,24,15,18,22,20,19,21,19,26,30,28,26,30
435550-99999,nan,nan,nan,0,51.74074074074074,47.0,272.0,135.0,62.0,nan,66.0,61.0,52.0,61.0,63.0,55.0,62.0,55.0,55.0,52.0,51.0,47.0,50.0,50.0,47.0,49.0,44.0,46.0,50.0,42.0,42.0,47.0,46.0,45.0,50.0,47.0
714540-99999,0.09168035030104243,0.014133128730149963,0.1692275718719349,1,22.035714285714285,269,269,0.0,22,24,20,21,20,19,20,20,19,22,20,22,24,24,24,26,23,23,22,21,21,23,23,22,23,22,23,24
723910-93111,-0.06923918992884392,-0.187864833294007,0.049386453436319144,0,31.535714285714285,294,279,14.999999999999982,35,33,33,32,30,25,30,33,34,38,31,31,33,33,33,34,31,29,29,29,29,29,33,30,31,31,33,31
207440-99999,-0.32868089764641756,-0.6497212903450158,-0.0076405049478193154,-1,78.82142857142857,109,111,2.0000000000000027,85,80,82,81,85,81,76,77,72,81,93,80,76,77,82,81,88,80,73,80,86,68,87,79,57,68,77,75
684160-99999,-0.1535303776683155,-0.2933858277141298,-0.013674927622501248,-1,34.464285714285715,149,179,30.000000000000018,31,32,33,36,37,37,35,33,36,39,37,37,40,40,39,36,37,36,31,31,32,32,32,32,31,31,31,31
944660-99999,-0.691297208538602,-0.9510838126410499,-0.43151060443615413,-1,33.92857142857143,101,95,5.999999999999996,38,38,40,44,43,42,39,39,40,37,38,37,38,38,31,36,40,37,27,29,20,14,21,24,31,38,26,25
682260-99999,-0.40749863163656996,-0.72948618667136,-0.08551107660177987,-1,30.535714285714285,41,35,6.000000000000002,34,24,30,32,34,35,36,35,34,39,34,32,37,39,36,34,30,31,26,28,30,32,27,23,0,24,29,30
060090-99999,-2.4896004378763523,-3.99369952957566,-0.9855013461770443,-1,92.82142857142857,243,0,117.00000000000003,108,99,102,120,106,131,31,141,102,178,139,91,101,94,98,96,91,89,87,88,81,90,93,91,88,64,0,0
319090-99999,-0.2621784345922318,-0.36857731096470403,-0.15577955821975953,-1,35.42857142857143,297,297,0.0,39,41,41,40,42,37,39,38,34,36,31,34,34,32,35,35,33,32,34,34,33,34,33,37,34,33,33,34
804160-99999,nan,nan,nan,0,23.25925925925926,117.0,nan,nan,23.0,24.0,24.0,23.0,24.0,21.0,22.0,24.0,27.0,25.0,27.0,27.0,25.0,23.0,14.0,17.0,0.0,23.0,28.0,27.0,63.0,15.0,24.0,19.0,29.0,29.0,1.0,nan
956140-99999,-0.18117131910237072,-0.752043569911277,0.3897009317065355,0,34.92857142857143,197,211,13.999999999999995,20,17,33,28,37,41,40,51,33,44,59,61,49,32,36,30,24,50,30,22,17,36,45,26,24,28,31,34
723840-23155,-0.31280788177339997,-0.3835071588626682,-0.24210860468413176,-1,26.964285714285715,332,332,0.0,35,33,30,31,30,29,28,27,27,28,28,27,28,27,27,26,27,25,25,23,24,23,24,23,26,24,25,25
