stationNumber,slope,lowBound,hightBound,slopeInt,pw1985,pw1995
802520-99999,-1.0999999999998598,-3.8253259356707257,1.6253259356710061,0,263,256
724930-23230,0.4181818181818433,-0.25779423225629794,1.0941578686199844,0,284,256
986420-99999,-0.05454545454542359,-0.7028435257701569,0.5937526166793097,0,12,28
986480-99999,0.13636363636362647,-0.3451985890354396,0.6179258617626926,0,222,75
616950-99999,0.9090909090908648,0.4680194007383461,1.3501624174433835,1,316,317
012780-99999,2.0272727272725675,0.44539570338707746,3.6091497511580575,1,54,198
719164-99999,0.7363636363635875,0.0012764181744217007,1.4714508545527534,1,353,323
060480-99999,-0.2636363636363459,-0.6894761384759474,0.16220341120325554,0,249,246
425590-99999,0.09999999999999853,-0.24130849487716977,0.44130849487716683,0,264,267
722445-03904,-0.06363636363635905,-0.5137247901055444,0.38645206283282635,0,135,142
567510-99999,-0.26363636363635434,-0.5029738287870753,-0.024298898485633352,-1,168,203
112250-99999,-0.10909090909090224,-0.2309484403937146,0.012766622211910092,0,262,338
476430-99999,0.23636363636363145,-0.051547275257936065,0.5242745479851989,0,341,348
307080-99999,10.29999999999929,1.4872810348540053,19.112718965144573,1,286,110
543240-99999,-0.7272727272726889,-1.2168191961160193,-0.23772625842935846,-1,202,226
338890-99999,-0.22727272727271153,-0.7973121957652892,0.34276674121986617,0,349,311
992020-99999,0.6454545454545064,-0.04751322107071432,1.3384223119797272,0,69,77
409480-99999,1.345454545454503,-2.3283254841715544,5.01923457508056,0,346,271
038580-99999,0.3363636363636182,-0.312912233250652,0.9856395059778884,0,229,258
478360-99999,-1.4181818181817185,-2.326672649060921,-0.5096909873025159,-1,352,319
812000-99999,-0.30909090909090287,-0.597001820712475,-0.021179997469330747,-1,64,61
561960-99999,0.15454545454544877,-0.17499505355926215,0.4840859626501597,0,64,73
013300-99999,0.26363636363641696,-0.5600794288124733,1.0873521560853072,0,285,266
865850-99999,-0.46363636363632565,-1.7721915988041974,0.8449188715315461,0,106,130
305420-99999,-0.19090909090910657,-0.7174086748578758,0.3355904930396627,0,311,305
417100-99999,-0.9454545454544157,-2.594140708223362,0.703231617314531,0,329,322
011150-99999,2.3090909090908296,-8.044860590019866,12.663042408201523,0,180,210
766920-99999,-1.3999999999998813,-2.3563676608360185,-0.4436323391637442,-1,25,359
025180-99999,1.1727272727272213,0.11876907883914978,2.226685466615293,1,235,238
725025-94741,-0.06363636363635994,-0.4422793685776403,0.3150066413049204,0,291,306
606200-99999,-0.045454545454547635,-0.6325502370779956,0.5416411461689004,0,57,38
860110-99999,-0.045454545454579165,-1.4475536789418766,1.3566445880327183,0,13,2
476880-99999,-0.8363636363635969,-1.301091641304933,-0.3716356314222608,-1,222,241
675610-99999,0.20000000000000107,-0.3109635879917012,0.7109635879917033,0,103,87
726084-99999,-0.018181818181806975,-0.588262502788714,0.5518988664251,0,231,250
171950-99999,0.06363636363636482,-0.3284205405988717,0.45569326787160136,0,342,338
785350-11630,0.7181818181817796,0.15211306911357225,1.284250567249987,1,83,70
275185-99999,-0.2636363636363708,-0.7560063801779675,0.22873365290522601,0,231,224
525760-99999,-0.4545454545454546,-0.9620022977718475,0.052911388680938365,0,78,44
160200-99999,1.572727272727197,1.092337446451301,2.053117099003093,1,156,160
744200-99999,-3.3818181818178688,-5.897863295217071,-0.8657730684186662,-1,272,264
581020-99999,0.31818181818180635,-0.17685327880995644,0.8132169151735691,0,68,138
484030-99999,-0.5727272727272614,-1.0068726341761203,-0.13858191127840253,-1,237,44
349580-99999,-0.7636363636363526,-1.253374773858878,-0.273897953413827,-1,318,89
084580-99999,-1.4818181818181113,-2.410945507384127,-0.5526908562520955,-1,99,103
718940-99999,0.045454545454567175,-0.563640267991994,0.6545493589011283,0,349,89
470900-99999,-0.39999999999996394,-0.8370042733935974,0.03700427339366957,0,285,296
238290-99999,4.09999999999976,0.3030419048715758,7.896958095127944,1,336,260
386470-99999,0.4363636363636294,-0.164223902736645,1.0369511754639038,0,101,95
719500-99999,-0.6636363636363314,-0.9988322053293595,-0.32844052194330325,-1,155,153
724295-03867,-0.13636363636366866,-0.6573001851854352,0.3845729124580979,0,235,246
225460-99999,0.09090909090908816,-0.21257565707077747,0.3943938388889538,0,313,243
994350-99999,2.6645352591003757e-14,-0.8260230044366905,0.8260230044367438,0,113,160
948930-99999,1.3818181818181152,0.5110415278203115,2.252594835815919,1,314,286
039570-99999,-0.0454545454545503,-0.6794977337865182,0.5885886428774176,0,241,238
316470-99999,3.2818181818179766,0.5521850348676476,6.011451328768306,1,314,213
726874-99999,-0.07272727272725144,-0.6526151104864436,0.5071605650319407,0,356,6
151940-99999,0.2454545454545407,-0.12819130208638801,0.6191003929954695,0,290,283
725826-99999,0.43636363636364806,0.07911241925343032,0.7936148534738658,1,276,292
722487-13935,-0.1636363636363538,-0.5425895029608125,0.21531677568810492,0,87,77
064630-99999,0.13636363636363846,-0.47657651081672425,0.7493037835440012,0,242,245
714320-99999,-0.11818181818181728,-0.44051365685732163,0.20415002049368708,0,253,262
837030-99999,-0.4090909090908026,-2.5512714819020985,1.7330896637204933,0,43,22
541350-99999,-0.6090909090908685,-0.9712411283648743,-0.24694068981686262,-1,257,267
476160-99999,-0.2272727272727133,-0.4156299637881875,-0.038915490757239074,-1,247,222
846730-99999,-0.4090909090908472,-2.330637986762272,1.512456168580578,0,36,32
260720-99999,0.45454545454542084,-1.6925103773038876,2.6016012863947293,0,237,264
248560-99999,0.236363636363651,-0.0912461632032387,0.5639734359305406,0,268,285
106160-99999,1.3909090909090476,0.35921124378762226,2.422606938030473,1,250,240
515730-99999,-0.2818181818181742,-0.487354550860826,-0.07628181277552235,-1,60,122
114380-99999,-1.4090909090909678,-3.216725168443844,0.3985433502619087,0,233,299
421010-99999,-0.4454545454545351,-0.6463663323064889,-0.24454275860258134,-1,328,328
727340-14847,0.01818181818182918,-0.3088537306375909,0.3452173670012493,0,304,337
355760-99999,-0.545454545454501,-1.235738552917478,0.1448294620084759,0,335,212
252060-99999,-0.6818181818181577,-1.0015151111294438,-0.36212125250687155,-1,322,221
152850-99999,-0.8818181818181499,-1.6839143091245958,-0.07972205451170389,-1,341,345
577660-99999,0.018181818181813192,-0.25738664389059596,0.29375028025422234,0,74,77
569940-99999,-0.3454545454545337,-0.6310713096658216,-0.059837781243245736,-1,159,156
804070-99999,-0.027272727272734443,-0.6866032401308206,0.6320577855853518,0,32,37
125700-99999,-0.1999999999999913,-0.6637157449614437,0.2637157449614611,0,272,271
288790-99999,-0.6545454545454046,-1.414062061335276,0.10497115224446674,0,236,225
575220-99999,-0.43636363636361364,-0.737984591395737,-0.1347426813314903,-1,7,19
270660-99999,0.06363636363634506,-0.2743516615827261,0.40162438885541624,0,283,199
074810-99999,-0.26363636363634013,-0.6656353168090141,0.1383625895363339,0,204,287
484800-99999,-0.07272727272725632,-0.2428644371245598,0.09740989167004716,0,193,44
801390-99999,1.0272727272726394,0.08259701195391378,1.9719484425913651,1,37,61
612650-99999,0.15454545454547208,-0.6897917736152361,0.9988826827061803,0,27,95
036580-99999,-0.11818181818180218,-0.6610285588903649,0.4246649225267606,0,212,221
122800-99999,3.5272727272725737,-5.676588921476349,12.731134376021497,0,230,226
356710-99999,0.5363636363636086,-0.38535005069987427,1.4580773234270916,0,59,38
781210-99999,1.418181818181707,0.3294627907220007,2.5069008456414132,1,88,96
543370-99999,-0.9818181818181211,-1.513513392103173,-0.45012297153306924,-1,233,230
852440-99999,0.2727272727272716,-0.03536763409721261,0.5808221795517559,0,321,316
832080-99999,-0.20909090909094896,-1.098950885037822,0.680769066855924,0,20,41
825960-99999,0.2818181818181227,-0.562741635742918,1.1263779993791634,0,110,114
763110-99999,-0.4090909090909123,-0.8877167520794761,0.06953493389765153,0,257,255
136150-99999,4.527272727272444,1.5699365960114866,7.484608858533401,1,299,130
106390-99999,0.3999999999999524,-2.254619878505584,3.054619878505489,0,208,59
348450-99999,-0.4818181818181393,-1.079071168167511,0.11543480453123234,0,95,105
162060-99999,0.05454545454544757,-0.7337522365556002,0.8428431456464953,0,115,86
478123-99999,-0.2454545454545416,-0.5589172314545752,0.06800814054549198,0,335,328
718980-99999,-1.1727272727271894,-1.7071992083445673,-0.6382553371098114,-1,156,160
150230-99999,-0.17272727272730926,-0.7671410633458453,0.4216865178912268,0,282,302
606070-99999,1.52727272727269,0.2858511972003841,2.768694257344996,1,91,72
118260-99999,-0.09090909090907484,-0.37020390912535334,0.18838572730720365,0,359,349
071100-99999,-0.7545454545453669,-1.565961143736518,0.05687023464578422,0,240,259
084170-99999,-0.46363636363638205,-2.199987786994347,1.2727150597215833,0,246,280
992380-99999,1.15454545454537,0.46388713416724514,1.8452037749234949,1,323,313
724800-23157,-1.1272727272726644,-1.5489540816647493,-0.7055913728805794,-1,224,309
306180-99999,0.2454545454545316,-1.0715483807923711,1.5624574717014343,0,262,331
537820-99999,0.41818181818181,-0.19356886062901735,1.0299324969926373,0,327,333
643810-99999,-1.0545454545453636,-2.2411574339982314,0.13206652490750437,0,191,0
703080-25713,-0.10000000000000675,-0.6702043150745407,0.4702043150745272,0,69,19
727640-24011,-0.29090909090909367,-0.7274830301034279,0.14566484828524046,0,319,355
994170-99999,4.890909090908806,0.2976557725528908,9.484162409264723,1,206,291
616990-99999,0.263636363636385,-0.5039730382263617,1.0312457654991318,0,315,350
971200-99999,0.10909090909093289,-0.7761363472340771,0.9943181654159429,0,97,102
723740-23194,-0.00909090909090926,-0.32760977109092165,0.30942795290910313,0,229,226
719300-99999,-0.05454545454546489,-0.31683402893791396,0.20774311984698418,0,297,307
830960-99999,1.8363636363635445,-4.818079612666098,8.490806885393187,0,127,91
471300-99999,-0.3545454545454394,-0.6269409360672542,-0.08214997302362465,-1,268,258
877840-99999,1.69999999999993,0.38050180261423616,3.019498197385624,1,307,263
552280-99999,-0.727272727272684,-1.1809488153570298,-0.27359663918833826,-1,264,252
360910-99999,0.3636363636363391,-0.6581988421200036,1.3854715693926818,0,313,300
066700-99999,0.09090909090906196,-0.3134790921251294,0.49529727394325335,0,285,262
839700-99999,-0.8454545454545208,-2.5860227164958527,0.8951136255868111,0,70,91
577130-99999,0.4181818181817849,0.08347700341175901,0.7528866329518108,1,88,98
524240-99999,-0.5727272727272483,-0.8846872526329422,-0.2607672928215544,-1,86,98
747770-03852,0.8909090909089938,-0.11973594449882508,1.9015541263168128,0,92,70
835260-99999,-0.9181818181817696,-1.2808506918128795,-0.5555129445506598,-1,51,68
118410-99999,0.1363636363636358,-0.11410275987352492,0.3868300326007965,0,257,296
411940-99999,0.2636363636363459,-0.04892556565671541,0.5761982929294072,0,264,277
073150-99999,1.054545454545397,0.6218637826919275,1.4872271263988663,1,308,299
339900-99999,0.0727272727272541,-0.30869786371114755,0.45415240916565575,0,10,7
357560-99999,2.6181818181817142,-2.0348380614368695,7.271201697800298,0,84,63
166820-99999,0.3181818181817868,-0.7458933283939719,1.3822569647575456,0,339,334
255940-99999,0.6818181818181195,-0.903975193075935,2.2676115567121737,0,19,22
154230-99999,-0.5272727272727051,-1.0020046338186093,-0.05254082072680094,-1,40,59
714240-99999,2.7363636363635955,0.1134868503975417,5.359240422329649,1,229,3
032660-99999,0.10000000000000053,-0.5546097086090108,0.7546097086090119,0,249,250
025900-99999,-0.19999999999998685,-0.568899539429211,0.1688995394292373,0,241,236
353610-99999,-3.936363636363442,-5.824558180220583,-2.048169092506301,-1,248,230
042530-99999,-0.28181818181812357,-0.9597032336579201,0.39606687002167296,0,45,58
163240-99999,1.6636363636362774,0.6662130380934526,2.661059689179102,1,328,36
153730-99999,-0.7909090909090661,-1.2228842545057435,-0.3589339273123888,-1,5,355
032290-99999,0.9909090909090672,-1.0156226250910732,2.9974408069092076,0,233,225
985580-99999,1.963636363636204,0.36443164250670135,3.5628410847657066,1,34,53
126600-99999,0.6181818181817926,0.31346087466513467,0.9229027616984506,1,260,259
128120-99999,-0.30000000000000693,-0.7373804684966689,0.13738046849665514,0,338,340
061530-99999,-1.5987211554602254e-14,-2.041139549351027,2.041139549350995,0,343,258
981350-99999,-0.8181818181817393,-1.8172292102482492,0.18086557388477054,0,57,69
443410-99999,-0.045454545454537865,-0.5019701702051068,0.4110610792960311,0,326,326
994340-99999,0.9727272727272585,0.08181177185449628,1.8636427736000205,1,237,240
293670-99999,0.31818181818182456,-0.017294287641843542,0.6536579240054927,0,201,227
530680-99999,2.1316282072803006e-14,-0.35751419190996336,0.357514191910006,0,270,282
961790-99999,-0.5818181818181252,-1.1329551059629344,-0.030681257673315865,-1,166,100
722950-23174,-0.4545454545454195,-0.9498178077679102,0.04072689867707119,0,250,248
470610-99999,0.7818181818181449,0.2205430028061358,1.3430933608301538,1,325,284
476310-99999,0.4272727272727366,-0.3540494032433166,1.2085948577887897,0,183,10
711230-99999,-0.2636363636363397,-0.6197677714661953,0.09249504419351595,0,253,185
610240-99999,1.0545454545453579,-0.06817233585457427,2.1772632449452898,0,111,102
994290-99999,0.7909090909090644,0.3600231251213875,1.2217950566967413,1,88,58
264060-99999,-0.9181818181817487,-1.3623851089311139,-0.4739785274323835,-1,258,237
387630-99999,0.24545454545451673,-0.13069817923024546,0.621607270139279,0,118,75
970140-99999,-0.26363636363634635,-0.8612039834785551,0.3339312562058624,0,316,142
722485-13944,0.9545454545453782,-0.045324730971321836,1.9544156400620782,0,154,129
060410-99999,0.2818181818181902,-0.17387322086582474,0.737509584502205,0,205,216
077910-99999,-0.8999999999999253,-8.253042155634619,6.453042155634769,0,237,213
333760-99999,-0.13636363636362825,-0.3905546443619869,0.1178273716347304,0,249,276
552480-99999,-0.17272727272726573,-0.742106877628971,0.3966523321744395,0,262,262
680180-99999,0.45454545454540485,-0.8750460449204982,1.784136954011308,0,80,117
722015-12850,-1.0454545454544633,-2.1130567790475494,0.022147688138622668,0,87,96
634730-99999,-0.09999999999999565,-2.475430702853589,2.2754307028535976,0,268,301
042140-99999,-0.5999999999999863,-1.238805639676848,0.038805639676875336,0,15,47
305670-99999,0.027272727272724562,-0.13069053519634602,0.18523598974179514,0,273,287
648820-99999,-0.5272727272727078,-1.04735161818188,-0.007193836363535544,-1,21,165
726185-14605,-0.8545454545454243,-1.189250269315451,-0.5198406397753976,-1,294,284
911700-22508,-0.32727272727274936,-0.875845812468353,0.2213003579228543,0,63,63
235270-99999,-0.19999999999999885,-0.7774516646666119,0.3774516646666142,0,303,253
716210-99999,-0.21818181818180094,-0.7079202284043256,0.2715565920407237,0,257,269
612910-99999,-0.18181818181817677,-0.9905945478865607,0.6269581842502071,0,47,59
984400-99999,0.22727272727272796,-0.360622822612123,0.8151682771575789,0,49,65
833580-99999,-0.04545454545453864,-0.2261724726033394,0.1352633816942621,0,272,332
431920-99999,0.21818181818180005,-0.23466487965118404,0.6710285160147842,0,298,291
360610-99999,0.10909090909092556,-0.15604871182488012,0.37423053000673123,0,252,238
633340-99999,-2.3636363636362674,-2.9752333941516236,-1.7520393331209112,-1,107,142
718080-99999,0.09090909090909882,-0.5630183022135307,0.7448364840317283,0,323,7
300280-99999,0.2090909090909423,-0.3928643121778984,0.811046130359783,0,251,237
544540-99999,-0.472727272727254,-0.9611205091823178,0.015665963727809817,0,214,176
834050-99999,0.7454545454545047,0.4113117878648764,1.079597303044133,1,342,14
599480-99999,-1.4545454545454048,-1.8349837196368284,-1.0741071894539813,-1,79,105
283210-99999,-0.22727272727268932,-1.2308956641857318,0.7763502096403532,0,226,229
722310-12916,-0.7999999999999448,-1.4595086669624049,-0.14049133303748473,-1,91,74
725074-99999,0.5090909090909284,-0.22423623182450436,1.242418050006361,0,289,274
471290-99999,0.2636363636363619,0.005410325559768836,0.521862401712955,1,321,290
412400-99999,-0.14545454545451797,-0.6399672780562848,0.3490581871472489,0,48,145
724955-99999,0.527272727272782,-0.4541212545691331,1.508666709114697,0,221,219
275530-99999,2.654545454545275,-1.2021947861396742,6.5112856952302245,0,225,210
474210-99999,-3.490909090908918,-4.930855311262627,-2.050962870555209,-1,229,264
